cepage-link,appellation-nom,appellation-type,appellation-couleur,appellation-vignoble
Chenanson noir,Cité de Carcassonne rosé,IGP,Rosé,Languedoc-roussillon
Egiodola noir,Atlantique rouge,IGP,Rouge,Bordeaux
Oberlin noir,Drôme blanc,IGP,Blanc,Rhône
Pinot noir,Touraine primeur rosé,AOC/AOP,Rosé,Loire
Seinoir noir,Comtés Rhodaniens blanc,IGP,Blanc,Beaujolais
Chardonnay blanc,Viré-Clessé roally,AOC/AOP,Blanc,Bourgogne
Grenache blanc,Pays d'Oc blanc mousseux,IGP,Blanc,Languedoc-roussillon
Muscat à petits grains rosé,Alsace grand cru rosacker grains nobles muscat,AOC/AOP,Blanc,Alsace
Trousseau noir,Crémant du Jura rosé,AOC/AOP,Rosé,Jura
Bouchalès noir,Atlantique rouge,IGP,Rouge,Bordeaux
Muscat à petits grains blanc,Muscat de Beaumes-de-Venise blanc,AOC/AOP,Blanc,Rhône
Pinot noir,Nuits-Saint-Georges premier cru Clos des Corvées Pagets rouge,AOC/AOP,Rouge,Bourgogne
Poulsard noir,Arbois vin de paille,AOC/AOP,Blanc,Jura
Savagnin blanc,Arbois Pupillin vin de paille,AOC/AOP,Blanc,Jura
Chardonnay blanc,Coteaux Bourguignons blanc,AOC/AOP,Blanc,Bourgogne
Chasselas blanc,Alsace blanc Chasselas,AOC/AOP,Blanc,Alsace
Savagnin rosé,Alsace Klevener de Heiligenstein Klevner,AOC/AOP,Blanc,Alsace
Counoise noir,Périgord rouge,IGP,Rouge,Bordeaux
Pinot noir,Fiefs Vendéens Brem rouge,AOC/AOP,Rouge,Loire
Gamay noir,Beaujolais Lancié rosé,AOC/AOP,Rosé,Beaujolais
Carignan noir,Ventoux nouveau rouge,AOC/AOP,Rouge,Rhône
Muscadelle blanc,Monbazillac Sélection de grains nobles,AOC/AOP,Blanc,Sud-ouest
Abouriou noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Pinot blanc,Savigny-lès-Beaune premier cru Champ Chevrey blanc,AOC/AOP,Blanc,Bourgogne
Aléatico noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Pinot noir,Nuits-Saint-Georges premier cru rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Coteaux Bourguignons rosé,AOC/AOP,Rosé,Bourgogne
Pinot noir,Rully premier cru Champs Cloux rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Givry rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Coteaux de Glanes rosé,IGP,Rosé,Sud-ouest
Gewurztraminer rosé,Alsace grand cru pfingstberg grains nobles gewurztraminer,AOC/AOP,Blanc,Alsace
Pinot blanc,Chassagne-Montrachet premier cru La Romanée blanc,AOC/AOP,Blanc,Bourgogne
Villard blanc,Maures blanc,IGP,Blanc,Provence-corse
Muscadelle blanc,Côtes de Duras blanc sec,AOC/AOP,Blanc,Sud-ouest
Cot noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Viognier blanc,Sable de Camargue blanc nouveau,IGP,Blanc,Languedoc-roussillon
Gamay noir,Coteaux du Lyonnais rosé nouveau,AOC/AOP,Rosé,Rhône
Cardinal rouge,Coteaux de l'Ain rouge,IGP,Rouge,Savoie bugey
Chenin blanc,Coteaux de l'Aubance,AOC/AOP,Blanc,Loire
Chardonnay blanc,Beaujolais Le Perréon blanc,AOC/AOP,Blanc,Beaujolais
Pinot gris,Alsace grand cru Florimont vendanges tardives Pinot gris,AOC/AOP,Blanc,Alsace
Pinot noir,Vosne-Romanée premier cru En Orveaux,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Cabardès rouge,AOC/AOP,Rouge,Languedoc-roussillon
Montils blanc,Périgord blanc,IGP,Blanc,Bordeaux
Seinoir noir,Mont Caume blanc,IGP,Blanc,Provence-corse
Muscat à petits grains blanc,Alsace grand cru Brand vendanges tardives Muscat,AOC/AOP,Blanc,Alsace
Pinot noir,Savigny-lès-Beaune premier cru Basses Vergelesses rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Roussillon Villages,AOC/AOP,Rouge,Languedoc-roussillon
Pinot blanc,Nuits-Saint-Georges premier cru Clos Saint-Marc blanc,AOC/AOP,Blanc,Bourgogne
Grenache gris,Banyuls grand cru hors d'âge,AOC/AOP,Rouge,Languedoc-roussillon
Sauvignon blanc,Sable de Camargue blanc nouveau,IGP,Blanc,Languedoc-roussillon
Nielluccio noir,Vin de Corse Sartène rouge,AOC/AOP,Rouge,Provence-corse
Chardonnay blanc,Santenay premier cru Les Gravières blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Fronton rosé,AOC/AOP,Rosé,Sud-ouest
Pinot noir,Beaune premier cru Les Toussaints rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Puligny-Montrachet premier cru Les Folatières blanc,AOC/AOP,Blanc,Bourgogne
Merlot blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
Pinot noir,Ladoix premier cru En Naget rouge,AOC/AOP,Rouge,Bourgogne
Grolleau noir,Périgord rouge,IGP,Rouge,Bordeaux
Gewurztraminer rosé,Alsace grand cru osterberg vendanges tardives gewurztraminer,AOC/AOP,Blanc,Alsace
Grenache blanc,Banyuls ambré hors âge rancio,AOC/AOP,Blanc,Languedoc-roussillon
Gewurztraminer rosé,Alsace grand cru kitterle grains nobles gewurztraminer,AOC/AOP,Blanc,Alsace
Pinot noir,Gevrey-Chambertin premier cru Clos Prieur,AOC/AOP,Rouge,Bourgogne
Muscat à petits grains blanc,Alsace grand cru Florimont Muscat,AOC/AOP,Blanc,Alsace
Pinot noir,Chassagne-Montrachet premier cru Les Rebichets rouge,AOC/AOP,Rouge,Bourgogne
Couston noir,Mont Caume blanc,IGP,Blanc,Provence-corse
Pinot noir,Gevrey-Chambertin premier cru Au Closeau,AOC/AOP,Rouge,Bourgogne
Pinot noir,Saint-Aubin premier cru En la Ranché rouge,AOC/AOP,Rouge,Bourgogne
Couderc noir,Coteaux d'Ensérune blanc,IGP,Blanc,Languedoc-roussillon
Mourvèdre noir,Périgord rouge,IGP,Rouge,Bordeaux
Gamay noir,Beaujolais Lancié rouge,AOC/AOP,Rouge,Beaujolais
Merlot noir,Saint-Georges-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Pinot noir,Givry premier cru Le Vigron rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Coteaux de l'Auxois rosé,IGP,Rosé,Bourgogne
Couston noir,Alpes-Maritimes rosé,IGP,Rosé,Provence-corse
Riminèse blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Sauvignon gris,Pays d'Oc gris de raisins gris surmûris,IGP,Gris,Languedoc-roussillon
Cabernet-Franc noir,Irouléguy rouge,AOC/AOP,Rouge,Sud-ouest
Pinot blanc,Beaune premier cru Clos des Ursules blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Nuits-Saint-Georges premier cru Aux Thorey blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Bordeaux rouge,AOC/AOP,Rouge,Bordeaux
Brachet noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Sémillon blanc,Agenais Blanc Surmûri,IGP,Blanc,Sud-ouest
Grolleau gris gris,Calvados rosé,IGP,Rosé,Loire
Grenache noir,Côtes du Rhône Villages Valréas rosé,AOC/AOP,Rosé,Rhône
Mondeuse noir,Pays d'Oc gris,IGP,Gris,Languedoc-roussillon
Gewurztraminer rosé,Alsace grand cru pfingstberg gewurztraminer,AOC/AOP,Blanc,Alsace
Riesling blanc,Alsace grand cru praelatenberg grains nobles riesling,AOC/AOP,Blanc,Alsace
Carignan noir,Côtes du Roussillon rosé,AOC/AOP,Rosé,Languedoc-roussillon
Ravat blanc blanc,Méditerranée rosé,IGP,Rosé,Provence-corse
Chardonnay blanc,Beaujolais Cercié blanc,AOC/AOP,Blanc,Beaujolais
Syrah noir,Agenais rouge,IGP,Rouge,Sud-ouest
Muscadelle blanc,Haut-Montravel,AOC/AOP,Blanc,Sud-ouest
Chasan blanc,Pays d'Oc blanc sur lie,IGP,Blanc,Languedoc-roussillon
Pinot noir,Volnay premier cru,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Les Borniques,AOC/AOP,Rouge,Bourgogne
Syrah noir,Lavilledieu Rosé,IGP,Rosé,Sud-ouest
Portan noir,Puy-de-Dôme rosé,IGP,Rosé,Loire
Sauvignon blanc,Menetou-Salon blanc,AOC/AOP,Blanc,Loire
César noir,Coteaux de l'Auxois rosé,IGP,Rosé,Bourgogne
Tannat noir,Côtes du Tarn rosé,IGP,Rosé,Sud-ouest
Brachet noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Chardonnay blanc,Bourgogne Montrecul blanc,AOC/AOP,Blanc,Bourgogne
Grolleau noir,Touraine rosé,AOC/AOP,Rosé,Loire
Grenache noir,Côtes du Rhône Villages Puymeras,AOC/AOP,Rouge,Rhône
Cot noir,Saint-Julien,AOC/AOP,Rouge,Bordeaux
Jacquère blanc,Vin de Savoie Chautagne blanc,AOC/AOP,Blanc,Savoie bugey
Pinot noir,Saint-Aubin premier cru Les Travers de Marinot rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Saint-Aubin premier cru Le Charmois blanc,AOC/AOP,Blanc,Bourgogne
Viognier blanc,Pays d'Oc blanc nouveau,IGP,Blanc,Languedoc-roussillon
Terret noir,Coteaux de Peyriac rouge,IGP,Rouge,Languedoc-roussillon
Chardonnay blanc,Monthélie premier cru Les Clous blanc,AOC/AOP,Blanc,Bourgogne
Aligoté blanc,Coteaux Bourguignons blanc nouveau,AOC/AOP,Blanc,Bourgogne
Roussanne blanc,Châteauneuf-du-Pape rouge,AOC/AOP,Rouge,Rhône
Pinot gris,Alsace sélection de grains nobles Pinot gris,AOC/AOP,Blanc,Alsace
Gewurztraminer rosé,Pays d'Oc blanc mousseux,IGP,Blanc,Languedoc-roussillon
Plant de Brunel noir,Ardèche rosé,IGP,Rosé,Rhône
Pinot blanc,Santenay premier cru Clos Faubard blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Cabernet d'Anjou,AOC/AOP,Rosé,Loire
Pinot gris,Alsace grand cru praelatenberg grains nobles pinot gris,AOC/AOP,Blanc,Alsace
Pinot gris,Alsace grand cru goldert grains nobles pinot gris,AOC/AOP,Blanc,Alsace
Plantet noir,Comtés Rhodaniens rouge,IGP,Rouge,Beaujolais
Gewurztraminer rosé,Alsace grand cru Eichberg Gewurztraminer,AOC/AOP,Blanc,Alsace
Cardinal rouge,Méditerranée rouge,IGP,Rouge,Provence-corse
Négrette noir,Pays d'Oc rouge de raisins surmûris,IGP,Rouge,Languedoc-roussillon
Chardonnay blanc,Chassagne-Montrachet premier cru Chassagne du Clos Chareau blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Côtes du Tarn rosé,IGP,Rosé,Sud-ouest
Riesling blanc,Alsace grand cru kitterle vendanges tardives riesling,AOC/AOP,Blanc,Alsace
Muscat à petits grains rosé,Alsace grand cru Bruderthal vendanges tardives Muscat,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Mercurey premier cru Clos Marcilly blanc,AOC/AOP,Blanc,Bourgogne
Petit Verdot noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Sauvignon blanc,Côtes de Gascogne blanc,IGP,Blanc,Sud-ouest
Cardinal rouge,Vicomté d'Aumelas rosé,IGP,Rosé,Languedoc-roussillon
Cabernet-Franc noir,Sable de Camargue rosé nouveau,IGP,Rosé,Languedoc-roussillon
Muscardin noir,Châteauneuf-du-Pape blanc,AOC/AOP,Blanc,Rhône
Pinot noir,Saint-Romain rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Franc noir,Saumur rouge,AOC/AOP,Rouge,Loire
Muscat Ottonel blanc,Alsace grand cru wiebelsberg grains nobles muscat,AOC/AOP,Blanc,Alsace
Sauvignon gris,Graves de Vayres blanc,AOC/AOP,Blanc,Bordeaux
Mourvèdre noir,Palette rosé,AOC/AOP,Rosé,Provence-corse
Chardonnay blanc,Montagny premier cru Les Las,AOC/AOP,Blanc,Bourgogne
Grenache noir,Pays d'Oc gris de raisins surmûris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Ladoix premier cru En Naget blanc,AOC/AOP,Blanc,Bourgogne
Mollard noir,Périgord rosé,IGP,Rosé,Bordeaux
Sémillon blanc,Cérons,AOC/AOP,Blanc,Bordeaux
Merlot noir,Pécharmant,AOC/AOP,Rouge,Sud-ouest
Grenache noir,Sable de Camargue rouge mousseux,IGP,Rouge,Languedoc-roussillon
Béclan noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Cabernet-Sauvignon noir,Sable de Camargue rouge,IGP,Rouge,Languedoc-roussillon
Valérien blanc,Comtés Rhodaniens rosé,IGP,Rosé,Beaujolais
Merlot noir,Pays d'Oc rosé sur lie,IGP,Rosé,Languedoc-roussillon
Courbu noir,Périgord rouge,IGP,Rouge,Bordeaux
Grenache blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
Chardonnay blanc,Monthélie premier cru Clos des Toisières blanc,AOC/AOP,Blanc,Bourgogne
Petit Verdot noir,Bordeaux clairet,AOC/AOP,Clairet,Bordeaux
Pinot blanc,Meursault premier cru Les Ravelles blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Vacqueyras rosé,AOC/AOP,Rosé,Rhône
Merlot noir,Comté Tolosan rosé,IGP,Rosé,Armagnac
Sauvignon blanc,Pays d'Oc blanc de raisins surmûris,IGP,Blanc,Languedoc-roussillon
Pinot blanc,Fixin premier cru Clos de la Perrière blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Monthélie premier cru Le Château Gaillard rouge,AOC/AOP,Rouge,Bourgogne
Sciaccarello noir,Vin de Corse Sartène rouge,AOC/AOP,Rouge,Provence-corse
Grenache noir,Côtes du Rhône Villages rosé,AOC/AOP,Rosé,Rhône
Gamay noir,Haute-Vienne rouge,IGP,Rouge,Loire
Pinot noir,Alsace blanc Pinot,AOC/AOP,Blanc,Alsace
Pinot blanc,Chassagne-Montrachet premier cru blanc,AOC/AOP,Blanc,Bourgogne
Gewurztraminer rosé,Cité de Carcassonne blanc,IGP,Blanc,Languedoc-roussillon
Pinot blanc,Saint-Aubin premier cru blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Languedoc Cabrières rouge,AOC/AOP,Rouge,Languedoc-roussillon
Cot noir,Atlantique rouge,IGP,Rouge,Bordeaux
Chambourcin noir,Coteaux d'Ensérune rosé,IGP,Rosé,Languedoc-roussillon
Muscat à petits grains rosé,Alsace grand cru wiebelsberg grains nobles muscat,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Beaujolais Marchampt blanc,AOC/AOP,Blanc,Beaujolais
Sauvignon gris,Premières Côtes de Bordeaux,AOC/AOP,Blanc,Bordeaux
Bourboulenc blanc,Lirac blanc,AOC/AOP,Blanc,Rhône
Chasselas rosé,Périgord blanc,IGP,Blanc,Bordeaux
Carignan noir,Côtes du Tarn rouge,IGP,Rouge,Sud-ouest
Courbu blanc,Pacherenc du Vic-Bilh sec,AOC/AOP,Blanc,Sud-ouest
Cabernet-Sauvignon noir,Puy-de-Dôme rosé,IGP,Rosé,Loire
Pinot blanc,Chassagne-Montrachet premier cru Bois de Chassagne blanc,AOC/AOP,Blanc,Bourgogne
Pinot blanc,Meursault premier cru La Pièce sous le Bois blanc,AOC/AOP,Blanc,Bourgogne
Vermentino blanc,Ajaccio blanc,AOC/AOP,Blanc,Provence-corse
Grenache noir,Sable de Camargue rosé,IGP,Rosé,Languedoc-roussillon
Lival noir,Périgord rouge,IGP,Rouge,Bordeaux
Counoise noir,Périgord rosé,IGP,Rosé,Bordeaux
Rubilande rosé,Vicomté d'Aumelas rosé,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Montagny premier cru Les Vignes Derrière,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Vergelesses blanc,AOC/AOP,Blanc,Bourgogne
Muscat à petits grains blanc,Alsace grand cru moenchberg vendanges tardives muscat,AOC/AOP,Blanc,Alsace
Pineau d'Aunis noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Pinot gris,Alsace grand cru Brand Pinot gris,AOC/AOP,Blanc,Alsace
Mourvèdre noir,Languedoc Grès de Montpellier,AOC/AOP,Rouge,Languedoc-roussillon
Ravat blanc blanc,Comtés Rhodaniens rouge,IGP,Rouge,Beaujolais
Gamay noir,Urfé rosé,IGP,Rosé,Loire
Bourboulenc blanc,Côtes du Rhône Villages Laudun blanc,AOC/AOP,Blanc,Rhône
Oberlin noir,Maures rosé,IGP,Rosé,Provence-corse
Goldriesling blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Pinot noir,Fiefs Vendéens Mareuil rouge,AOC/AOP,Rouge,Loire
Pinot noir,Morey-Saint-Denis premier cru Clos Baulet rouge,AOC/AOP,Rouge,Bourgogne
Pinot blanc,Beaune premier cru La Mignotte blanc,AOC/AOP,Blanc,Bourgogne
Clairette blanc,Clairette du Languedoc Adissan,AOC/AOP,Blanc,Languedoc-roussillon
Seyval blanc,Côtes de Thau rosé,IGP,Rosé,Languedoc-roussillon
Grenache noir,Tavel,AOC/AOP,Rosé,Rhône
Vermentino blanc,Vin de Corse Figari blanc,AOC/AOP,Blanc,Provence-corse
Seyval blanc,Drôme rosé,IGP,Rosé,Rhône
Pinot blanc,Beaune premier cru Le Clos des Mouches blanc,AOC/AOP,Blanc,Bourgogne
Parellada blanc,Côtes de Thongue rouge,IGP,Rouge,Languedoc-roussillon
Muscat Ottonel blanc,Alsace grand cru kanzlerberg muscat,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Nuits-Saint-Georges premier cru Les Didiers blanc,AOC/AOP,Blanc,Bourgogne
Trousseau noir,Périgord rosé,IGP,Rosé,Bordeaux
Syrah noir,Coteaux d'Aix-en-Provence rosé,AOC/AOP,Rosé,Provence-corse
Pinot noir,Vougeot premier cru Les Petits Vougeots rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Coteaux de l'Auxois blanc,IGP,Blanc,Bourgogne
Roussanne blanc,Lirac blanc,AOC/AOP,Blanc,Rhône
Ugni blanc,Sable de Camargue blanc nouveau,IGP,Blanc,Languedoc-roussillon
Muscat à petits grains blanc,Alsace grand cru ollwiller vendanges tardives muscat,AOC/AOP,Blanc,Alsace
Grenache noir,Coteaux de Peyriac rouge,IGP,Rouge,Languedoc-roussillon
Riesling blanc,Alsace grand cru Brand Riesling,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Crémant d'Alsace blanc,AOC/AOP,Blanc,Alsace
Grenache gris,Rasteau ambré hors d'âge,AOC/AOP,Ambré,Rhône
Roussanne blanc,Côtes du Rhône Villages Cairanne blanc,AOC/AOP,Blanc,Rhône
Carcajolo noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Muscat à petits grains rosé,Alsace grand cru rangen muscat,AOC/AOP,Blanc,Alsace
Cot noir,Côtes de Duras rouge,AOC/AOP,Rouge,Sud-ouest
Tempranillo noir,Atlantique rouge,IGP,Rouge,Bordeaux
Chardonnay blanc,Chassagne-Montrachet premier cru Les Bondues blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pommard premier cru Les Poutures,AOC/AOP,Rouge,Bourgogne
Pineau d'Aunis noir,Puy-de-Dôme rouge,IGP,Rouge,Loire
Négrette noir,Calvados rouge,IGP,Rouge,Loire
Plantet noir,Ardèche blanc,IGP,Blanc,Rhône
Oberlin noir,Maures blanc,IGP,Blanc,Provence-corse
Pinot blanc,Saint-Aubin premier cru La Chatenière blanc,AOC/AOP,Blanc,Bourgogne
Landal noir,Pays d'Hérault blanc,IGP,Blanc,Languedoc-roussillon
Cabernet-Sauvignon noir,Irouléguy rosé,AOC/AOP,Rosé,Sud-ouest
Bourboulenc blanc,Pays d'Oc blanc mousseux,IGP,Blanc,Languedoc-roussillon
Villard noir,Var rouge,IGP,Rouge,Provence-corse
Muscat de Hambourg noir,Cité de Carcassonne rosé,IGP,Rosé,Languedoc-roussillon
Gros Manseng blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Muscat à petits grains blanc,Alsace grand cru Fustentum vendanges tardives Muscat,AOC/AOP,Blanc,Alsace
Mouyssaguès noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Muscat Ottonel blanc,Alsace grand cru kirchberg de ribeauville muscat,AOC/AOP,Blanc,Alsace
Carignan noir,Côtes du Roussillon nouveau rouge,AOC/AOP,Rouge,Languedoc-roussillon
Lival noir,Atlantique rouge,IGP,Rouge,Bordeaux
Grenache noir,Vin de Corse rosé,AOC/AOP,Rosé,Provence-corse
Sémillon blanc,Côtes de Duras blanc sec,AOC/AOP,Blanc,Sud-ouest
Pinot noir,Beaune premier cru Clos Saint-Landry rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Languedoc Sommières,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Aloxe-Corton premier cru Les Moutottes blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Listrac-Médoc,AOC/AOP,Rouge,Bordeaux
Valérien blanc,Drôme rosé,IGP,Rosé,Rhône
Chardonnay blanc,Bugey blanc,AOC/AOP,Blanc,Savoie bugey
Muscat à petits grains rosé,Alsace grand cru osterberg muscat,AOC/AOP,Blanc,Alsace
Merlot noir,Pays d'Oc gris de gris,IGP,Gris,Languedoc-roussillon
Grenache noir,Rasteau tuilé,AOC/AOP,Tuilé,Rhône
Pinot gris,Alsace grand cru sonnenglanz pinot gris,AOC/AOP,Blanc,Alsace
Tannat noir,Atlantique rouge,IGP,Rouge,Bordeaux
Macabeu blanc,Rivesaltes ambré hors d'âge,AOC/AOP,Ambré,Languedoc-roussillon
Chardonnay blanc,Morey-Saint-Denis premier cru blanc,AOC/AOP,Blanc,Bourgogne
Roussanne blanc,Urfé blanc,IGP,Blanc,Loire
Chardonnay blanc,Montagny premier cru Mont Laurent,AOC/AOP,Blanc,Bourgogne
Etraire de la Dui noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Chardonnay blanc,Givry premier cru Le Médenchot blanc,AOC/AOP,Blanc,Bourgogne
Morrastel noir,Pays d'Oc gris mousseux,IGP,Gris,Languedoc-roussillon
Gamay noir,Beaujolais Lantignié rosé,AOC/AOP,Rosé,Beaujolais
Cabernet-Franc noir,Chinon rosé,AOC/AOP,Rosé,Loire
Raffiat de Moncade blanc,Atlantique blanc,IGP,Blanc,Bordeaux
Pinot blanc,Savigny-lès-Beaune premier cru blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Beaujolais Emeringes rouge nouveau,AOC/AOP,Rouge,Beaujolais
Etraire de la Dui noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Riesling blanc,Alsace grand cru kaefferkopf selection de grains nobles riesling,AOC/AOP,Blanc,Alsace
Rayon d'or blanc,Ardèche rouge,IGP,Rouge,Rhône
Pinot gris,Alsace grand cru saering grains nobles pinot gris,AOC/AOP,Blanc,Alsace
Pinot noir,Monthélie premier cru Les Vignes Rondes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Puligny-Montrachet premier cru Clos de la Mouchère blanc,AOC/AOP,Blanc,Bourgogne
Gewurztraminer rosé,Alsace grand cru Eichberg vendanges tardives Gewurztraminer,AOC/AOP,Blanc,Alsace
Viognier blanc,Côtes du Rhône Villages Rousset-les-Vignes blanc,AOC/AOP,Blanc,Rhône
Pinot noir,Rully premier cru Rabourcé rouge,AOC/AOP,Rouge,Bourgogne
Piquepoul gris,Atlantique blanc,IGP,Blanc,Bordeaux
Lledoner Pelut noir,Minervois-La Livinière,AOC/AOP,Rouge,Languedoc-roussillon
Gamay noir,Mâcon Azé rosé,AOC/AOP,Rosé,Bourgogne
Cardinal rouge,Vicomté d'Aumelas rouge,IGP,Rouge,Languedoc-roussillon
Sciaccarello noir,Vin de Corse Porto-Vecchio rosé,AOC/AOP,Rosé,Provence-corse
Muscadelle blanc,Côtes de Bordeaux-Saint-Macaire,AOC/AOP,Blanc,Bordeaux
Cinsaut noir,Pays d'Oc rouge mousseux,IGP,Rouge,Languedoc-roussillon
Mourvèdre noir,Corbières rouge,AOC/AOP,Rouge,Languedoc-roussillon
Poulsard noir,Calvados rosé,IGP,Rosé,Loire
Rubilande rosé,Comtés Rhodaniens rouge,IGP,Rouge,Beaujolais
Villard blanc,Aude blanc,IGP,Blanc,Languedoc-roussillon
Riesling blanc,Alsace grand cru sonnenglanz riesling,AOC/AOP,Blanc,Alsace
Gamay noir,Mâcon Verzé rosé,AOC/AOP,Rosé,Bourgogne
Colombard blanc,Floc de Gascogne blanc,AOC/AOP,Blanc,Armagnac
Chardonnay blanc,Savigny-lès-Beaune premier cru Aux Guettes blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Touraine mousseux rosé,AOC/AOP,Rosé,Loire
Sauvignon gris,Puy-de-Dôme blanc,IGP,Blanc,Loire
Pinot blanc,Monthélie premier cru Le Château Gaillard blanc,AOC/AOP,Blanc,Bourgogne
Prunelard noir,Agenais rouge,IGP,Rouge,Sud-ouest
Pinot gris,Coteaux de Tannay rosé,IGP,Rosé,Bourgogne
Oberlin noir,Alpes-Maritimes rosé,IGP,Rosé,Provence-corse
Chardonnay blanc,Rully premier cru La Pucelle blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Guerchère blanc,AOC/AOP,Blanc,Bourgogne
Grolleau gris gris,Val de Loire rouge,IGP,Rouge,Loire
Pinot noir,Beaune premier cru Les Boucherottes rouge,AOC/AOP,Rouge,Bourgogne
Garonnet noir,Coteaux des Baronnies blanc,IGP,Blanc,Rhône
Riesling blanc,Alsace grand cru Altenberg de Bergheim Riesling,AOC/AOP,Blanc,Alsace
Gamay noir,Coteaux du Lyonnais rouge nouveau,AOC/AOP,Rouge,Rhône
Sylvaner blanc,Pays d'Oc blanc sur lie,IGP,Blanc,Languedoc-roussillon
Gewurztraminer rosé,Alsace grand cru mandelberg vendanges tardives gewurztraminer,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Mâcon Mancey blanc nouveau,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Bourgogne Tonnerre,AOC/AOP,Blanc,Bourgogne
Pinot noir,Saumur mousseux blanc,AOC/AOP,Blanc,Loire
Chardonnay blanc,Montagny premier cru L'Epaule,AOC/AOP,Blanc,Bourgogne
Meslier Saint-François blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
Pinot blanc,Pernand-Vergelesses premier cru Vergelesses blanc,AOC/AOP,Blanc,Bourgogne
Portan noir,Pays d'Oc gris de gris mousseux,IGP,Gris,Languedoc-roussillon
Velteliner rouge précoce rosé,Atlantique rouge,IGP,Rouge,Bordeaux
Sauvignon blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
Cabernet-Franc noir,Pineau des Charentes blanc,AOC/AOP,Blanc,Cognac
Pinot gris,Alsace grand cru hengst grains nobles pinot gris,AOC/AOP,Blanc,Alsace
Terret blanc,Pays d'Oc blanc nouveau,IGP,Blanc,Languedoc-roussillon
Meunier noir,Touraine primeur rosé,AOC/AOP,Rosé,Loire
Chardonnay blanc,Ladoix premier cru La Micaude blanc,AOC/AOP,Blanc,Bourgogne
Pinot blanc,Beaune premier cru Aux Cras blanc,AOC/AOP,Blanc,Bourgogne
Rayon d'or blanc,Coteaux d'Ensérune rouge,IGP,Rouge,Languedoc-roussillon
Mayorquin blanc,Périgord Vin de Domme blanc,IGP,Blanc,Bordeaux
